id,name,category,subcategory,rarity,professions,region,short_summary,icon
31590,Iron-banded Badge,Curio,Game Piece,Common,None,Frostbriar,"Frostbriar game piece curio: recommended by old timers, often a buff ingredient.",curio_iron_banded_badge.png
31591,Silt-grit Petal,Ingredient,Spice,Common,Cooking,Frostbriar,"Frostbriar spice ingredient: recommended by old timers, often a fishing bait.",ingredient_silt_grit_petal.png
31592,Roughspun Scribble,Document,Map Fragment,Common,None,Greatwood,"Greatwood map fragment document: common among dockhands, often a crafting reagent.",document_roughspun_scribble.png
31593,River-smooth Needle,Ingredient,Grain,Common,Mining,Greatwood,"Greatwood grain ingredient: packed for storms, often a armor patching.",ingredient_river_smooth_needle.png
31594,Windworn Chit,Curio,Tooling,Common,None,Greatwood,"Greatwood tooling curio: valued for its clean burn, often a armor patching.",curio_windworn_chit.png
31595,Sturdy Badge,Curio,Game Piece,Common,None,Greatwood,"Greatwood game piece curio: recommended by old timers, often a camp utility.",curio_sturdy_badge.png
31596,Roughspun Stamen,Ingredient,Fish,Common,Blacksmithing,Emberford,"Emberford fish ingredient: a staple in cold camps, often a crafting reagent.",ingredient_roughspun_stamen.png
31597,Harbor-wet Belt of the Trail,Gear,Dagger,Uncommon,Blacksmithing,Saltmarrow,"Saltmarrow dagger gear: carried for long treks, often a camp utility.",gear_harbor_wet_belt_of_the_trail.png
31598,Pine-sap Petal,Ingredient,Fruit,Common,Skinning,Glimmerdeep,"Glimmerdeep fruit ingredient: used in field repairs, often a alchemy base.",ingredient_pine_sap_petal.png
31599,Frostbit Sprig,Ingredient,Spice,Common,Herbalism,Glimmerdeep,"Glimmerdeep spice ingredient: kept for superstition, often a crafting reagent.",ingredient_frostbit_sprig.png
31600,Cedar-scented Whistle,Curio,Tooling,Rare,None,Hollowroot,"Hollowroot tooling curio: valued for its clean burn, often a quest turn-in.",curio_cedar_scented_whistle.png
31601,Candle-smoke Charm of Frost,Gear,Necklace,Common,Herbalism,Saltmarrow,"Saltmarrow necklace gear: valued for its clean burn, often a trap component.",gear_candle_smoke_charm_of_frost.png
31602,Tin-chimed Bandage Roll,Consumable,Salve,Uncommon,Engineering,Frostbriar,"Frostbriar salve consumable: used in field repairs, often a vendor staple.",consumable_tin_chimed_bandage_roll.png
31603,Kelp-woven Stamp,Curio,Tooling,Rare,None,Glimmerdeep,"Glimmerdeep tooling curio: recommended by old timers, often a camp utility.",curio_kelp_woven_stamp.png
31604,Iron-banded Gland,Ingredient,Insect,Common,Skinning,Saltmarrow,"Saltmarrow insect ingredient: kept for superstition, often a buff ingredient.",ingredient_iron_banded_gland.png
31605,Silt-grit Pendant of Moss,Gear,Staff,Uncommon,Blacksmithing,Emberford,"Emberford staff gear: a staple in cold camps, often a armor patching.",gear_silt_grit_pendant_of_moss.png
31606,River-smooth Scale,Ingredient,Herb,Uncommon,Engineering,Saltmarrow,"Saltmarrow herb ingredient: used in field repairs, often a trap component.",ingredient_river_smooth_scale.png
31607,Roughspun Chit,Curio,Sample Jar,Uncommon,None,Frostbriar,"Frostbriar sample jar curio: stains fingers dark, often a fishing bait.",curio_roughspun_chit.png
31608,Glowcap Pauldrons of Brine,Gear,Axe,Common,Woodworking,Greatwood,"Greatwood axe gear: valued for its clean burn, often a buff ingredient.",gear_glowcap_pauldrons_of_brine.png
31609,Briarbound Note,Document,Map Fragment,Common,None,Emberford,"Emberford map fragment document: kept for superstition, often a vendor staple.",document_briarbound_note.png
31610,Mire-touched Resin,Material,Hide,Common,Engineering,Glimmerdeep,"Glimmerdeep hide material: rings softly when shaken, often a crafting reagent.",material_mire_touched_resin.png
31611,Faded Fin,Ingredient,Meat,Uncommon,None,Frostbriar,"Frostbriar meat ingredient: packed for storms, often a fishing bait.",ingredient_faded_fin.png
31612,Candle-smoke Roster,Document,Map Fragment,Common,None,Frostbriar,"Frostbriar map fragment document: recommended by old timers, often a ritual prop.",document_candle_smoke_roster.png
31613,Harbor-wet Ration,Consumable,Tea,Common,Fishing,Emberford,"Emberford tea consumable: packed for storms, often a vendor staple.",consumable_harbor_wet_ration.png
31614,Ash-dusted Page,Document,Permit,Common,None,Frostbriar,"Frostbriar permit document: smells faintly of cedar, often a vendor staple.",document_ash_dusted_page.png
31615,Iron-banded Needle,Ingredient,Insect,Common,Herbalism,Glimmerdeep,"Glimmerdeep insect ingredient: valued for its clean burn, often a alchemy base.",ingredient_iron_banded_needle.png
31616,Kelp-woven Memo,Document,Field Notes,Common,None,Hollowroot,"Hollowroot field notes document: recommended by old timers, often a trap component.",document_kelp_woven_memo.png
31617,Kelp-woven Charm of Silt,Gear,Bow,Common,Alchemy,Hollowroot,"Hollowroot bow gear: common among dockhands, often a trap component.",gear_kelp_woven_charm_of_silt.png
31618,Roughspun Powder,Material,Hide,Common,Enchanting,Emberford,"Emberford hide material: a staple in cold camps, often a trap component.",material_roughspun_powder.png
31619,Windworn Seed,Ingredient,Fish,Uncommon,None,Hollowroot,"Hollowroot fish ingredient: packed for storms, often a trap component.",ingredient_windworn_seed.png
31620,Mossy Pauldrons of Silt,Gear,Staff,Common,Cooking,Saltmarrow,"Saltmarrow staff gear: favored by local scouts, often a fishing bait.",gear_mossy_pauldrons_of_silt.png
31621,Faded Ring of the Wharf,Gear,Plate,Common,Mining,Emberford,"Emberford plate gear: stains fingers dark, often a crafting reagent.",gear_faded_ring_of_the_wharf.png
31622,River-smooth Leaf,Ingredient,Mushroom,Uncommon,Cooking,Saltmarrow,"Saltmarrow mushroom ingredient: smells faintly of cedar, often a trap component.",ingredient_river_smooth_leaf.png
31623,Mire-touched Rivet,Material,Hide,Common,Herbalism,Frostbriar,"Frostbriar hide material: common among dockhands, often a ritual prop.",material_mire_touched_rivet.png
31624,Lanternlit Stew,Consumable,Salve,Common,Enchanting,Emberford,"Emberford salve consumable: smells faintly of cedar, often a salt-proofing aid.",consumable_lanternlit_stew.png
31625,Ash-dusted Stone,Curio,Charm,Uncommon,None,Frostbriar,"Frostbriar charm curio: favored by local scouts, often a vendor staple.",curio_ash_dusted_stone.png
31626,River-smooth Liniment,Consumable,Salve,Uncommon,None,Glimmerdeep,"Glimmerdeep salve consumable: used in field repairs, often a map clue.",consumable_river_smooth_liniment.png
31627,River-smooth Receipt,Document,Letter,Common,None,Saltmarrow,"Saltmarrow letter document: favored by local scouts, often a quest turn-in.",document_river_smooth_receipt.png
31628,Brine-cured Bud,Ingredient,Meat,Uncommon,None,Hollowroot,"Hollowroot meat ingredient: rings softly when shaken, often a fishing bait.",ingredient_brine_cured_bud.png
31629,Frostbit Memo,Document,Letter,Common,None,Emberford,"Emberford letter document: a staple in cold camps, often a salt-proofing aid.",document_frostbit_memo.png
31630,Windworn Pin,Curio,Keepsake,Rare,None,Greatwood,"Greatwood keepsake curio: traded at night markets, often a trap component.",curio_windworn_pin.png
31631,Roughspun Resin,Material,Hide,Rare,Woodworking,Hollowroot,"Hollowroot hide material: a staple in cold camps, often a salt-proofing aid.",material_roughspun_resin.png
31632,Kelp-woven Clasp,Material,Fiber,Common,Herbalism,Saltmarrow,"Saltmarrow fiber material: common among dockhands, often a salt-proofing aid.",material_kelp_woven_clasp.png
31633,Kelp-woven Slab,Material,Ore,Common,Skinning,Saltmarrow,"Saltmarrow ore material: smells faintly of cedar, often a salt-proofing aid.",material_kelp_woven_slab.png
31634,Salt-stained Cloak of Silt,Gear,Staff,Rare,Herbalism,Frostbriar,"Frostbriar staff gear: stains fingers dark, often a camp utility.",gear_salt_stained_cloak_of_silt.png
31635,Silt-grit Liniment,Consumable,Tea,Rare,Enchanting,Emberford,"Emberford tea consumable: packed for storms, often a armor patching.",consumable_silt_grit_liniment.png
31636,Ash-dusted Bark,Ingredient,Spice,Common,Alchemy,Hollowroot,"Hollowroot spice ingredient: traded at night markets, often a camp utility.",ingredient_ash_dusted_bark.png
31637,Briarbound Map Slip,Document,Permit,Common,None,Hollowroot,"Hollowroot permit document: packed for storms, often a map clue.",document_briarbound_map_slip.png
31638,Faded Whistle,Curio,Keepsake,Common,None,Hollowroot,"Hollowroot keepsake curio: traded at night markets, often a crafting reagent.",curio_faded_whistle.png
31639,Ash-dusted Strap,Material,Resin,Uncommon,Blacksmithing,Greatwood,"Greatwood resin material: stains fingers dark, often a armor patching.",material_ash_dusted_strap.png
31640,Windworn Bracers of the Mire,Gear,Cloth,Common,Engineering,Hollowroot,"Hollowroot cloth gear: carried for long treks, often a alchemy base.",gear_windworn_bracers_of_the_mire.png
31641,Sturdy Dispatch,Document,Ledger,Common,None,Glimmerdeep,"Glimmerdeep ledger document: stains fingers dark, often a salt-proofing aid.",document_sturdy_dispatch.png
31642,Sturdy Roster,Document,Ledger,Common,None,Greatwood,"Greatwood ledger document: rings softly when shaken, often a vendor staple.",document_sturdy_roster.png
31643,Lanternlit Figurine,Curio,Sample Jar,Uncommon,None,Saltmarrow,"Saltmarrow sample jar curio: rings softly when shaken, often a alchemy base.",curio_lanternlit_figurine.png
31644,Ash-dusted Scale,Ingredient,Fruit,Common,Woodworking,Greatwood,"Greatwood fruit ingredient: valued for its clean burn, often a ritual prop.",ingredient_ash_dusted_scale.png
31645,River-smooth Bracers of Ember,Gear,Trinket,Common,Skinning,Emberford,"Emberford trinket gear: a staple in cold camps, often a vendor staple.",gear_river_smooth_bracers_of_ember.png
31646,Iron-banded Elixir,Consumable,Tonic,Common,Cooking,Hollowroot,"Hollowroot tonic consumable: used in field repairs, often a quest turn-in.",consumable_iron_banded_elixir.png
31647,Iron-banded Husk,Material,Bone,Uncommon,None,Glimmerdeep,"Glimmerdeep bone material: common among dockhands, often a trap component.",material_iron_banded_husk.png
31648,Sturdy Biscuit,Consumable,Oil,Uncommon,Herbalism,Emberford,"Emberford oil consumable: used in field repairs, often a crafting reagent.",consumable_sturdy_biscuit.png
31649,Harbor-wet Pickle,Consumable,Tea,Common,Engineering,Hollowroot,"Hollowroot tea consumable: used in field repairs, often a camp utility.",consumable_harbor_wet_pickle.png
31650,Silt-grit Sprig,Ingredient,Meat,Uncommon,Cooking,Saltmarrow,"Saltmarrow meat ingredient: carried for long treks, often a crafting reagent.",ingredient_silt_grit_sprig.png
31651,Lanternlit Paste,Material,Resin,Common,Enchanting,Emberford,"Emberford resin material: valued for its clean burn, often a quest turn-in.",material_lanternlit_paste.png
31652,Briarbound Pickle,Consumable,Bandage,Common,Herbalism,Emberford,"Emberford bandage consumable: used in field repairs, often a trap component.",consumable_briarbound_pickle.png
31653,Pine-sap Liniment,Consumable,Salve,Common,Engineering,Hollowroot,"Hollowroot salve consumable: common among dockhands, often a ritual prop.",consumable_pine_sap_liniment.png
31654,Glowcap Paste,Material,Hide,Uncommon,Woodworking,Hollowroot,"Hollowroot hide material: favored by local scouts, often a trap component.",material_glowcap_paste.png
31655,Tin-chimed Warrant,Document,Ledger,Rare,None,Glimmerdeep,"Glimmerdeep ledger document: valued for its clean burn, often a map clue.",document_tin_chimed_warrant.png
31656,Tin-chimed Pickle,Consumable,Potion,Common,None,Hollowroot,"Hollowroot potion consumable: common among dockhands, often a camp utility.",consumable_tin_chimed_pickle.png
31657,Mire-touched Charm of the Mire,Gear,Staff,Common,Cooking,Frostbriar,"Frostbriar staff gear: traded at night markets, often a crafting reagent.",gear_mire_touched_charm_of_the_mire.png
31658,Faded Gloves of Ember,Gear,Plate,Common,Herbalism,Hollowroot,"Hollowroot plate gear: carried for long treks, often a alchemy base.",gear_faded_gloves_of_ember.png
31659,Lanternlit Charm,Curio,Tooling,Uncommon,None,Emberford,"Emberford tooling curio: recommended by old timers, often a vendor staple.",curio_lanternlit_charm.png
31660,Windworn Bill,Document,Letter,Common,None,Emberford,"Emberford letter document: stains fingers dark, often a ritual prop.",document_windworn_bill.png
31661,Frostbit Bracers of the Wharf,Gear,Staff,Common,Fishing,Glimmerdeep,"Glimmerdeep staff gear: recommended by old timers, often a buff ingredient.",gear_frostbit_bracers_of_the_wharf.png
31662,Glowcap Bud,Ingredient,Meat,Common,Blacksmithing,Frostbriar,"Frostbriar meat ingredient: packed for storms, often a camp utility.",ingredient_glowcap_bud.png
31663,Roughspun Infusion,Consumable,Salve,Common,Blacksmithing,Glimmerdeep,"Glimmerdeep salve consumable: packed for storms, often a alchemy base.",consumable_roughspun_infusion.png
31664,Sturdy Seed,Ingredient,Herb,Common,Enchanting,Greatwood,"Greatwood herb ingredient: carried for long treks, often a vendor staple.",ingredient_sturdy_seed.png
31665,Mire-touched Memo,Document,Map Fragment,Uncommon,None,Frostbriar,"Frostbriar map fragment document: rings softly when shaken, often a alchemy base.",document_mire_touched_memo.png
31666,Harbor-wet Pin,Curio,Tooling,Common,None,Frostbriar,"Frostbriar tooling curio: favored by local scouts, often a fishing bait.",curio_harbor_wet_pin.png
31667,Faded Tunic of Brine,Gear,Trinket,Common,Blacksmithing,Saltmarrow,"Saltmarrow trinket gear: used in field repairs, often a salt-proofing aid.",gear_faded_tunic_of_brine.png
31668,Ash-dusted Tonic,Consumable,Oil,Common,Alchemy,Glimmerdeep,"Glimmerdeep oil consumable: valued for its clean burn, often a map clue.",consumable_ash_dusted_tonic.png
31669,Frostbit Syrup,Consumable,Tea,Rare,Cooking,Saltmarrow,"Saltmarrow tea consumable: recommended by old timers, often a quest turn-in.",consumable_frostbit_syrup.png
31670,Frostbit Tally,Curio,Mask,Common,None,Frostbriar,"Frostbriar mask curio: kept for superstition, often a vendor staple.",curio_frostbit_tally.png
31671,Windworn Mace of Frost,Gear,Axe,Common,Herbalism,Glimmerdeep,"Glimmerdeep axe gear: stains fingers dark, often a salt-proofing aid.",gear_windworn_mace_of_frost.png
31672,Windworn Clasp,Material,Ore,Common,Herbalism,Frostbriar,"Frostbriar ore material: carried for long treks, often a quest turn-in.",material_windworn_clasp.png
31673,Silt-grit Page,Document,Letter,Uncommon,None,Greatwood,"Greatwood letter document: stains fingers dark, often a vendor staple.",document_silt_grit_page.png
31674,Soot-black Gland,Ingredient,Root,Uncommon,Cooking,Emberford,"Emberford root ingredient: favored by local scouts, often a crafting reagent.",ingredient_soot_black_gland.png
31675,Glowcap Map Slip,Document,Ledger,Common,None,Emberford,"Emberford ledger document: a staple in cold camps, often a crafting reagent.",document_glowcap_map_slip.png
31676,Candle-smoke Pickle,Consumable,Bandage,Uncommon,None,Frostbriar,"Frostbriar bandage consumable: carried for long treks, often a vendor staple.",consumable_candle_smoke_pickle.png
31677,Ash-dusted Belt of the Mire,Gear,Mail,Uncommon,Blacksmithing,Saltmarrow,"Saltmarrow mail gear: favored by local scouts, often a salt-proofing aid.",gear_ash_dusted_belt_of_the_mire.png
