id,name,category,subcategory,rarity,professions,region,short_uses,file_name
62349,Mireborn Fillet 62349,Quest,Quest Item,Uncommon,Leatherworking,Saltmarrow strand,Objective item for contracts and errands.,item_62349.png
62350,Cinder Brew Amulet 62350,Gear,Amulet,Common,Engineering,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_62350.png
62351,Mireborn Pouch 62351,Trinket,Sigil,Common,Smithing,Emberford markets,Minor passive charm with low-power utility.,item_62351.png
62352,Stormkissed Token 62352,Toy,Wooden Doll,Common,Jewelry,Duskhollow bogs,Harmless fun item with small social value.,item_62352.png
62353,Dusk Pike 62353,Profession Tool,Leather Kit,Common,Mining,Ashen Ridge terraces,Starter kit enabling profession actions.,item_62353.png
62354,Market Cairn 62354,Consumable,Food,Common,Engineering,Deepwatch,Everyday field supply that reduces downtime.,item_62354.png
62355,Warden's Pouch 62355,Material,Wood Plank,Common,Herbalism,Glimmerdeep shore,Core trade material used in many early recipes.,item_62355.png
62356,Stormkissed Cairn 62356,Tool,Hammer,Uncommon,Leatherworking,Duskhollow bogs,Utility item for travel salvage and exploration.,item_62356.png
62357,Warden's Tonic 62357,Curio,Relic,Common,Tailoring,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_62357.png
62358,Oathforged Buckle 62358,Trophy,Scale,Common,Engineering,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_62358.png
62359,Dusk Knife 62359,Document,Notice,Common,Smithing,Deepwatch,Readable lore drop that hints at routes and secrets.,item_62359.png
62360,Cinder Hook 62360,Ingredient,Sap,Uncommon,None,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_62360.png
62361,Dusk Compass 62361,Tool,Hammer,Uncommon,Tailoring,Emberford outskirts,Utility item for travel salvage and exploration.,item_62361.png
62362,Frostbound Compass 62362,Consumable,Salve,Common,Jewelry,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_62362.png
62363,Hearthworn Brew 62363,Map,Cave Map,Common,Leatherworking,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_62363.png
62364,Cinder Pouch 62364,Ingredient,Herb,Common,Alchemy,Emberford markets,Common crafting input used across cooking and alchemy.,item_62364.png
62365,Ashen Talisman 62365,Ingredient,Meat,Uncommon,Tailoring,Deepwatch,Common crafting input used across cooking and alchemy.,item_62365.png
62366,Glimmering Rivet 62366,Trophy,Fang,Common,Tailoring,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_62366.png
62367,Dusk Fillet Amulet 62367,Gear,Amulet,Rare,Smithing,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_62367.png
62368,Mireborn Talisman 62368,Tool,Knife,Common,Mining,Saltmarrow strand,Utility item for travel salvage and exploration.,item_62368.png
62369,Frostbound Spice 62369,Map,Trail Map,Common,Fishing,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_62369.png
62370,Hearthworn Charm 62370,Profession Tool,Leather Kit,Common,Jewelry,Glimmerdeep shore,Starter kit enabling profession actions.,item_62370.png
62371,Warden's Cairn 62371,Alchemy,Phial,Common,Smithing,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_62371.png
62372,Cinder Stitch 62372,Trinket,Charm,Uncommon,Alchemy,Bramblefold hedges,Minor passive charm with low-power utility.,item_62372.png
62373,Frostbound Gizmo 62373,Curio,Token,Common,Smithing,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_62373.png
62374,Dusk Ration 62374,Ingredient,Root,Uncommon,Fishing,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_62374.png
62375,Warden's Ink 62375,Trinket,Charm,Common,Jewelry,Emberford markets,Minor passive charm with low-power utility.,item_62375.png
62376,Ashen Pike 62376,Ingredient,Spice,Common,Herbalism,Emberford markets,Common crafting input used across cooking and alchemy.,item_62376.png
62377,Oathforged Brew Polearm 62377,Gear,Polearm,Common,None,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_62377.png
62378,Saltstained Buckle 62378,Trinket,Charm,Uncommon,Leatherworking,Frostbriar trails,Minor passive charm with low-power utility.,item_62378.png
62379,Hearthworn Token 62379,Profession Tool,Jeweler Kit,Common,Tailoring,Saltmarrow tidepools,Starter kit enabling profession actions.,item_62379.png
62380,Pilgrim's Carving 62380,Key,Salt Key,Uncommon,Alchemy,Frostbriar trails,Basic key used for side doors and caches.,item_62380.png
62381,Mireborn Cog 62381,Consumable,Scroll,Uncommon,Cooking,Emberford markets,Everyday field supply that reduces downtime.,item_62381.png
62382,Ashen Talisman 62382,Document,Map Scrap,Common,Fishing,Emberford outskirts,Readable lore drop that hints at routes and secrets.,item_62382.png
62383,Bramble Needle 62383,Profession Tool,Jeweler Kit,Uncommon,Fishing,Glimmerdeep canals,Starter kit enabling profession actions.,item_62383.png
62384,Bramble Ledger 62384,Quest,Quest Item,Common,Cooking,Emberford markets,Objective item for contracts and errands.,item_62384.png
62385,Stormkissed Totem 62385,Profession Tool,Fishing Kit,Common,Leatherworking,Frost Caverns,Starter kit enabling profession actions.,item_62385.png
62386,Dusk Carving 62386,Tool,Compass,Rare,Leatherworking,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_62386.png
62387,Market Rivet 62387,Trinket,Sigil,Common,Tailoring,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_62387.png
62388,Mireborn Compass 62388,Map,Ruin Sketch,Common,None,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_62388.png
62389,Warden's Ink 62389,Trinket,Sigil,Common,Enchanting,Deepwatch,Minor passive charm with low-power utility.,item_62389.png
62390,Dusk Token 62390,Curio,Trinket Bit,Uncommon,Enchanting,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_62390.png
62391,Bramble Tonic 62391,Tool,Lockpick,Common,Leatherworking,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_62391.png
62392,Cinder Compass 62392,Alchemy,Phial,Common,Herbalism,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_62392.png
62393,Glimmering Tonic 62393,Alchemy,Catalyst,Uncommon,Mining,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_62393.png
62394,Market Ink 62394,Key,Iron Key,Common,Herbalism,Ashen Ridge terraces,Basic key used for side doors and caches.,item_62394.png
62395,Rivercut Ink 62395,Ingredient,Sap,Common,Tailoring,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_62395.png
62396,Warden's Rivet 62396,Key,Copper Key,Common,Cooking,Deepwatch,Basic key used for side doors and caches.,item_62396.png
62397,Frostbound Cog Gloves 62397,Gear,Cloth Gloves,Uncommon,Engineering,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_62397.png
62398,Oathforged Token 62398,Quest,Quest Item,Uncommon,Mining,Emberford markets,Objective item for contracts and errands.,item_62398.png
62399,Warden's Shard 62399,Profession Tool,Jeweler Kit,Rare,Cooking,Ashen Ridge terraces,Starter kit enabling profession actions.,item_62399.png
62400,Lanternlit Lantern 62400,Quest,Quest Item,Rare,Engineering,Duskhollow bogs,Objective item for contracts and errands.,item_62400.png
62401,Market Seal 62401,Curio,Charm,Common,Fishing,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_62401.png
62402,Hearthworn Cog 62402,Material,Ingot,Common,None,Ashen Ridge terraces,Core trade material used in many early recipes.,item_62402.png
62403,Stormkissed Compass 62403,World Object,Marker,Uncommon,Jewelry,Saltmarrow strand,Placeable/interactive world piece for events.,item_62403.png
62404,Frostbound Seal 62404,Trophy,Scale,Common,Enchanting,Frost Caverns,Monster proof used for bounties and turn-ins.,item_62404.png
62405,Market Tonic 62405,World Object,Totem,Common,None,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_62405.png
62406,Bramble Band 62406,Quest,Quest Item,Common,Fishing,Bramblefold hedges,Objective item for contracts and errands.,item_62406.png
62407,Oathforged Spice Amulet 62407,Gear,Amulet,Common,Jewelry,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_62407.png
62408,Rivercut Talisman 62408,Quest,Quest Item,Common,Smithing,Frostbriar trails,Objective item for contracts and errands.,item_62408.png
62409,Rivercut Compass 62409,Trophy,Claw,Common,None,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_62409.png
62410,Cinder Charm 62410,Consumable,Bandage,Common,Alchemy,Deepwatch,Everyday field supply that reduces downtime.,item_62410.png
62411,Mireborn Knot 62411,Consumable,Powder,Common,None,Frostbriar trails,Everyday field supply that reduces downtime.,item_62411.png
62412,Ashen Shard 62412,Alchemy,Reagent,Common,Fishing,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_62412.png
62413,Stormkissed Band 62413,Alchemy,Essence,Common,Alchemy,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_62413.png
62414,Hearthworn Shard 62414,Curio,Oddity,Uncommon,Alchemy,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_62414.png
62415,Dusk Pike 62415,Curio,Trinket Bit,Common,Smithing,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_62415.png
62416,Hearthworn Spice 62416,Toy,Dice,Common,Fishing,Saltmarrow strand,Harmless fun item with small social value.,item_62416.png
62417,Hearthworn Tonic 62417,Consumable,Scroll,Common,Engineering,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_62417.png
62418,Lanternlit Fillet 62418,Tool,Compass,Common,Enchanting,Duskhollow bogs,Utility item for travel salvage and exploration.,item_62418.png
62419,Pilgrim's Lantern 62419,Toy,Dice,Common,Mining,Glimmerdeep canals,Harmless fun item with small social value.,item_62419.png
62420,Warden's Compass 62420,Curio,Figurine,Common,Cooking,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_62420.png
62421,Ashen Carving 62421,Toy,Spin Top,Common,Cooking,Frostbriar trails,Harmless fun item with small social value.,item_62421.png
62422,Pilgrim's Tonic 62422,Trophy,Fang,Rare,Cooking,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_62422.png
62423,Pilgrim's Rivet 62423,Quest,Quest Item,Rare,None,Deepwatch,Objective item for contracts and errands.,item_62423.png
62424,Dusk Rivet 62424,Trophy,Scale,Common,Mining,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_62424.png
62425,Saltstained Spice 62425,Document,Ledger,Common,Smithing,Emberford markets,Readable lore drop that hints at routes and secrets.,item_62425.png
62426,Warden's Gizmo 62426,Tool,Compass,Rare,Leatherworking,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_62426.png
62427,Lanternlit Ink 62427,Material,Thread,Common,Cooking,Saltmarrow strand,Core trade material used in many early recipes.,item_62427.png
62428,Hearthworn Brew 62428,Material,Glass,Common,Cooking,Bramblefold hedges,Core trade material used in many early recipes.,item_62428.png
62429,Stormkissed Cairn 62429,Curio,Token,Common,Enchanting,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_62429.png
62430,Saltstained Lantern 62430,Key,Iron Key,Uncommon,Mining,Glimmerdeep canals,Basic key used for side doors and caches.,item_62430.png
62431,Hearthworn Stitch 62431,Profession Tool,Fishing Kit,Common,Leatherworking,Saltmarrow tidepools,Starter kit enabling profession actions.,item_62431.png
62432,Frostbound Ink 62432,Ingredient,Resin,Common,Fishing,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_62432.png
62433,Cinder Cairn 62433,Document,Ledger,Common,Cooking,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_62433.png
62434,Cinder Compass 62434,Key,Copper Key,Common,Fishing,Saltmarrow strand,Basic key used for side doors and caches.,item_62434.png
62435,Lanternlit Balm 62435,Trinket,Sigil,Uncommon,Leatherworking,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_62435.png
62436,Rivercut Gizmo 62436,Profession Tool,Leather Kit,Uncommon,Tailoring,Frost Caverns,Starter kit enabling profession actions.,item_62436.png
62437,Lanternlit Stitch 62437,Toy,Spin Top,Uncommon,Jewelry,Glimmerdeep canals,Harmless fun item with small social value.,item_62437.png
62438,Dusk Charm 62438,Consumable,Salve,Common,Mining,Emberford markets,Everyday field supply that reduces downtime.,item_62438.png
62439,Pilgrim's Carving 62439,Consumable,Bandage,Common,Leatherworking,Emberford outskirts,Everyday field supply that reduces downtime.,item_62439.png
62440,Dusk Cairn 62440,Ingredient,Root,Uncommon,Enchanting,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_62440.png
62441,Mireborn Rivet 62441,Trinket,Sigil,Uncommon,Tailoring,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_62441.png
62442,Warden's Spice 62442,Alchemy,Catalyst,Common,Tailoring,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_62442.png
62443,Bramble Tonic 62443,Key,Salt Key,Uncommon,Jewelry,Emberford markets,Basic key used for side doors and caches.,item_62443.png
62444,Hearthworn Token 62444,Consumable,Bandage,Common,Herbalism,Frostbriar trails,Everyday field supply that reduces downtime.,item_62444.png
62445,Hearthworn Totem 62445,World Object,Cairn,Common,Fishing,Emberford markets,Placeable/interactive world piece for events.,item_62445.png
62446,Pilgrim's Cairn 62446,World Object,Totem,Common,Herbalism,Emberford outskirts,Placeable/interactive world piece for events.,item_62446.png
62447,Pilgrim's Seal 62447,Ingredient,Grain,Uncommon,None,Frost Caverns,Common crafting input used across cooking and alchemy.,item_62447.png
62448,Dusk Balm 62448,Key,Iron Key,Uncommon,Jewelry,Frost Caverns,Basic key used for side doors and caches.,item_62448.png
62449,Cinder Carving 62449,Toy,Dice,Common,Smithing,Deepwatch,Harmless fun item with small social value.,item_62449.png
62450,Frostbound Cog 62450,Curio,Figurine,Common,Jewelry,Glimmerdeep shore,Flavor drop that feeds quests vendors and collectors.,item_62450.png
62451,Ashen Token 62451,Key,Bone Key,Common,Engineering,Saltmarrow strand,Basic key used for side doors and caches.,item_62451.png
62452,Frostbound Compass 62452,Profession Tool,Leather Kit,Common,Leatherworking,Emberford outskirts,Starter kit enabling profession actions.,item_62452.png
62453,Pilgrim's Charm 62453,Quest,Quest Item,Common,Enchanting,Ashen Ridge terraces,Objective item for contracts and errands.,item_62453.png
62454,Frostbound Pike 62454,Trophy,Scale,Uncommon,None,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_62454.png
62455,Glimmering Knot 62455,Quest,Quest Item,Uncommon,Enchanting,Glimmerdeep canals,Objective item for contracts and errands.,item_62455.png
62456,Pilgrim's Cog 62456,Alchemy,Essence,Common,Alchemy,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_62456.png
62457,Pilgrim's Lantern 62457,Quest,Quest Item,Uncommon,Cooking,Emberford outskirts,Objective item for contracts and errands.,item_62457.png
62458,Glimmering Stitch 62458,Material,Cloth Bolt,Common,Cooking,Bramblefold hedges,Core trade material used in many early recipes.,item_62458.png
62459,Pilgrim's Ink 62459,Trophy,Horn,Common,Engineering,Frost Caverns,Monster proof used for bounties and turn-ins.,item_62459.png
62460,Hearthworn Knot 62460,Curio,Relic,Common,Leatherworking,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_62460.png
62461,Rivercut Ledger 62461,World Object,Cairn,Common,Enchanting,Saltmarrow strand,Placeable/interactive world piece for events.,item_62461.png
62462,Rivercut Ink 62462,Quest,Quest Item,Uncommon,Engineering,Deepwatch,Objective item for contracts and errands.,item_62462.png
62463,Saltstained Tonic 62463,Alchemy,Essence,Rare,Herbalism,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_62463.png
